Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
ABADAN,18/04/2024,27.9,35.9,20.0,0.0,1009.6 Hpa,142º(SE),9,1/8,,-
ABADAN,17/04/2024,26.6,33.4,19.7,0.0,1007.2 Hpa,117º(SE),9,0/8,,-
ABADAN,16/04/2024,25.4,30.5,20.4,0.0,1009.3 Hpa,341º(N),15,2/8,,-
ABADAN,15/04/2024,24.5,30.6,18.4,1.4,1010.0 Hpa,265º(W),5,5/8,,-
ABADAN,14/04/2024,25.5,32.6,18.4,0.0,1008.3 Hpa,14º(N),8,0/8,,-
ABADAN,13/04/2024,25.4,31.8,18.9,0.0,1008.0 Hpa,284º(W),14,0/8,,-
ABADAN,12/04/2024,24.9,31.3,18.4,0.0,1010.5 Hpa,298º(NW),12,0/8,,-
ABADAN,11/04/2024,25.7,32.0,19.4,0.0,1011.4 Hpa,336º(NW),10,0/8,,-
ABADAN,10/04/2024,29.4,33.5,25.3,1.0,1008.0 Hpa,161º(S),25,1/8,,-
ABADAN,09/04/2024,29.8,35.7,23.8,0.0,1010.7 Hpa,98º(E),19,2/8,,-
ABADAN,08/04/2024,28.4,34.6,22.1,0.0,1009.7 Hpa,148º(SE),20,3/8,,-
ABADAN,07/04/2024,25.3,31.6,19.0,0.0,1008.5 Hpa,142º(SE),15,3/8,,-
ABADAN,06/04/2024,27.1,35.3,18.9,0.0,1011.0 Hpa,175º(S),7,0/8,,-
ABADAN,05/04/2024,26.4,34.4,18.5,0.0,1013.2 Hpa,318º(NW),6,0/8,,-
ABADAN,04/04/2024,26.2,33.9,18.5,0.0,1012.7 Hpa,274º(W),8,0/8,,-
ABADAN,03/04/2024,25.9,34.5,17.4,0.0,1010.9 Hpa,229º(SW),6,3/8,,-
ABADAN,02/04/2024,25.1,33.2,17.0,0.0,1010.8 Hpa,313º(NW),9,0/8,,-
ABADAN,01/04/2024,24.7,32.4,17.0,0.0,1014.0 Hpa,289º(W),11,0/8,,-
ABADEH,30/04/2024,16.3,24.1,8.5,0.0,1010.8 Hpa,239º(SW),5,5/8,,-
ABADEH,29/04/2024,15.1,23.8,6.4,0.0,1013.4 Hpa,313º(NW),8,2/8,,-
ABADEH,28/04/2024,12.9,19.6,6.3,0.0,1015.8 Hpa,335º(NW),9,0/8,,-
ABADEH,27/04/2024,13.7,20.4,6.9,0.0,1011.8 Hpa,341º(N),11,3/8,,-
ABADEH,26/04/2024,12.1,19.0,5.2,0.0,1012.2 Hpa,339º(N),7,2/8,,-
ABADEH,25/04/2024,10.1,12.9,7.3,2.5,1014.2 Hpa,322º(NW),10,7/8,,-
ABADEH,24/04/2024,10.2,12.8,7.7,2.6,1011.9 Hpa,354º(N),19,7/8,,-
ABADEH,23/04/2024,13.9,19.2,8.6,15.4,1008.1 Hpa,111º(E),9,6/8,,-
ABADEH,22/04/2024,15.3,20.6,10.1,1.4,1009.0 Hpa,304º(NW),11,5/8,,-
ABADEH,21/04/2024,15.4,22.8,8.1,0.0,1007.4 Hpa,321º(NW),10,4/8,,-
ABADEH,20/04/2024,14.6,21.2,8.0,0.0,1007.5 Hpa,318º(NW),10,2/8,,-
ABADEH,19/04/2024,13.5,21.7,5.3,0.8,1007.7 Hpa,311º(NW),8,3/8,,-
ABADEH,18/04/2024,10.9,18.0,3.9,0.0,1012.6 Hpa,345º(N),8,1/8,,-
ABADEH,17/04/2024,8.2,10.4,6.0,1.4,1013.9 Hpa,320º(NW),12,6/8,,-
ABADEH,16/04/2024,11.2,16.4,5.9,9.0,1011.8 Hpa,338º(N),10,7/8,,-
ABADEH,15/04/2024,12.2,20.2,4.2,0.0,1010.0 Hpa,264º(W),12,3/8,,-
ABADEH,14/04/2024,10.1,16.1,4.0,0.0,1010.0 Hpa,336º(NW),8,3/8,,-
ABADEH,13/04/2024,10.8,17.2,4.4,0.3,1006.1 Hpa,347º(N),12,4/8,,-
ABADEH,12/04/2024,11.8,18.1,5.4,0.0,1006.9 Hpa,330º(NW),12,1/8,,-
ABADEH,11/04/2024,15.3,20.7,9.9,0.0,1006.4 Hpa,238º(SW),15,0/8,,-
ABADEH,10/04/2024,16.6,23.8,9.4,0.6,1007.3 Hpa,226º(SW),12,4/8,,-
ABADEH,09/04/2024,15.8,23.5,8.0,0.0,1010.3 Hpa,287º(W),8,3/8,,-
ABADEH,08/04/2024,16.2,23.1,9.3,0.0,1008.7 Hpa,288º(W),14,2/8,,-
ABADEH,07/04/2024,14.8,21.4,8.1,0.0,1007.9 Hpa,238º(SW),11,2/8,,-
ABADEH,06/04/2024,15.9,23.8,8.1,0.0,1008.8 Hpa,322º(NW),9,1/8,,-
ABADEH,05/04/2024,14.6,23.5,5.6,0.0,1011.0 Hpa,239º(SW),9,0/8,,-
ABADEH,04/04/2024,12.4,20.2,4.7,0.0,1012.7 Hpa,344º(N),7,1/8,,-
ABADEH,03/04/2024,9.9,15.8,4.0,0.0,1011.8 Hpa,333º(NW),9,5/8,,-
ABADEH,02/04/2024,11.7,18.6,4.8,0.0,1011.6 Hpa,8º(N),9,3/8,,-
ABADEH,01/04/2024,11.7,18.6,4.7,0.0,1014.1 Hpa,338º(N),10,3/8,,-
ABU MUSA,30/04/2024,30.2,34.0,26.4,0.0,1009.3 Hpa,58º(NE),12,5/8,,-
ABU MUSA,29/04/2024,29.7,33.0,26.4,0.0,1009.5 Hpa,66º(NE),18,1/8,,-
ABU MUSA,28/04/2024,28.6,33.2,24.0,0.0,1008.7 Hpa,63º(NE),20,3/8,,-
ABU MUSA,27/04/2024,27.9,32.8,23.0,0.0,1006.8 Hpa,34º(NE),11,4/8,,-
ABU MUSA,26/04/2024,28.8,33.0,24.6,0.0,1006.0 Hpa,36º(NE),14,0/8,,-
ABU MUSA,25/04/2024,27.3,32.0,22.6,0.0,1005.6 Hpa,71º(E),10,0/8,,-
ABU MUSA,24/04/2024,27.1,29.2,25.0,0.0,1004.1 Hpa,249º(W),22,0/8,,-
ABU MUSA,23/04/2024,29.5,34.4,24.6,0.0,1005.5 Hpa,79º(E),19,2/8,,-
ABU MUSA,22/04/2024,27.1,33.0,21.2,0.0,1009.0 Hpa,55º(NE),11,2/8,,-
ABU MUSA,21/04/2024,24.6,24.6,24.6,0.0,1008.5 Hpa,28º(NE),9,0/8,,-
ABU MUSA,20/04/2024,24.5,28.8,20.2,0.0,1008.2 Hpa,276º(W),12,0/8,,-
ABU MUSA,19/04/2024,25.8,28.8,22.8,0.0,1008.5 Hpa,243º(SW),9,0/8,,-
ABU MUSA,18/04/2024,25.0,28.4,21.6,0.0,1009.3 Hpa,252º(W),16,0/8,,-
ABU MUSA,17/04/2024,21.9,26.4,17.4,0.0,1007.8 Hpa,280º(W),17,4/8,,-
ABU MUSA,16/04/2024,23.9,25.8,22.0,3.0,1007.3 Hpa,97º(E),18,8/8,,-
ABU MUSA,15/04/2024,25.8,29.8,21.8,0.0,1009.8 Hpa,85º(E),17,3/8,,-
ABU MUSA,14/04/2024,26.4,28.2,24.6,0.0,1007.1 Hpa,270º(W),24,1/8,,-
ABU MUSA,13/04/2024,26.9,29.0,24.8,0.0,1005.8 Hpa,285º(W),23,5/8,,-
ABU MUSA,12/04/2024,27.5,30.4,24.6,0.0,1006.3 Hpa,243º(SW),14,3/8,,-
ABU MUSA,11/04/2024,27.1,29.8,24.4,0.0,1007.7 Hpa,238º(SW),13,3/8,,-
ABU MUSA,10/04/2024,27.5,30.8,24.2,0.0,1008.8 Hpa,276º(W),14,5/8,,-
ABU MUSA,09/04/2024,26.2,28.8,23.6,-,1010.1 Hpa,231º(SW),11,6/8,,-
ABU MUSA,08/04/2024,24.6,28.8,20.4,0.0,1009.7 Hpa,261º(W),9,5/8,,-
ABU MUSA,07/04/2024,25.8,28.4,23.2,0.0,1009.7 Hpa,282º(W),12,1/8,,-
ABU MUSA,06/04/2024,26.0,28.6,23.4,0.0,1011.1 Hpa,255º(W),15,0/8,,-
ABU MUSA,05/04/2024,25.6,28.0,23.2,0.0,1012.3 Hpa,265º(W),14,0/8,,-
ABU MUSA,04/04/2024,24.7,27.8,21.6,0.0,1011.4 Hpa,254º(W),22,3/8,,-
ABU MUSA,03/04/2024,24.0,27.6,20.4,0.0,1010.3 Hpa,251º(W),18,4/8,,-
ABU MUSA,02/04/2024,25.1,27.2,23.0,0.0,1010.3 Hpa,267º(W),19,5/8,,-
ABU MUSA,01/04/2024,24.8,26.8,22.8,0.0,1013.2 Hpa,248º(W),22,5/8,,-
AHAR,30/04/2024,15.8,24.2,7.4,0.0,1014.1 Hpa,44º(NE),11,3/8,,-
AHAR,29/04/2024,15.7,24.9,6.5,0.0,1016.2 Hpa,49º(NE),10,0/8,,-
AHAR,28/04/2024,15.2,24.3,6.2,0.0,1018.2 Hpa,56º(NE),6,0/8,,-
AHAR,27/04/2024,15.1,23.0,7.2,0.0,1016.8 Hpa,84º(E),8,0/8,,-
AHAR,26/04/2024,15.3,23.9,6.8,0.0,1013.9 Hpa,82º(E),5,0/8,,-
AHAR,25/04/2024,13.9,22.6,5.2,0.0,1014.9 Hpa,97º(E),6,0/8,,-
AHAR,24/04/2024,12.0,19.9,4.1,0.0,1018.5 Hpa,80º(E),6,4/8,,-
AHAR,23/04/2024,12.8,19.4,6.1,0.0,1018.9 Hpa,24º(NE),9,3/8,,-
AHAR,22/04/2024,15.4,21.2,9.7,17.5,1013.9 Hpa,235º(SW),6,2/8,,-
AHAR,21/04/2024,15.4,23.0,7.8,0.0,1007.5 Hpa,282º(W),12,3/8,,-
AHAR,20/04/2024,16.3,24.8,7.8,0.0,1008.4 Hpa,78º(E),9,2/8,,-
AHAR,19/04/2024,16.2,25.6,6.9,0.5,1006.8 Hpa,247º(SW),13,2/8,,-
AHAR,18/04/2024,15.7,25.3,6.0,0.0,1008.4 Hpa,277º(W),8,0/8,,-
AHAR,17/04/2024,14.2,22.9,5.5,0.0,1013.0 Hpa,343º(N),5,0/8,,-
AHAR,16/04/2024,12.3,20.2,4.4,0.0,1017.7 Hpa,61º(NE),6,1/8,,-
AHAR,15/04/2024,9.7,16.3,3.0,0.0,1016.4 Hpa,53º(NE),10,5/8,,-
AHAR,14/04/2024,9.9,17.6,2.3,0.0,1013.2 Hpa,81º(E),10,1/8,,-
AHAR,13/04/2024,9.6,16.8,2.3,0.0,1014.4 Hpa,77º(E),8,2/8,,-
AHAR,12/04/2024,9.7,16.2,3.1,0.0,1019.6 Hpa,283º(W),8,3/8,,-
AHAR,11/04/2024,10.5,13.7,7.3,8.4,1016.6 Hpa,65º(NE),10,8/8,,-
AHAR,10/04/2024,10.8,16.3,5.4,5.5,1012.7 Hpa,123º(SE),9,8/8,,-
AHAR,09/04/2024,7.5,12.6,2.5,2.1,1020.6 Hpa,149º(SE),6,8/8,,-
AHAR,08/04/2024,6.4,9.8,3.0,13.0,1021.6 Hpa,115º(SE),9,8/8,,-
AHAR,07/04/2024,8.1,10.7,5.5,16.8,1017.9 Hpa,87º(E),9,7/8,,-
AHAR,06/04/2024,11.6,20.4,2.7,0.8,1013.5 Hpa,89º(E),13,6/8,,-
AHAR,05/04/2024,12.5,23.1,1.9,0.0,1012.6 Hpa,300º(NW),10,3/8,,-
AHAR,04/04/2024,12.6,22.0,3.2,0.0,1011.2 Hpa,74º(E),10,3/8,,-
AHAR,03/04/2024,11.9,21.4,2.5,0.0,1011.7 Hpa,252º(W),13,0/8,,-
AHAR,02/04/2024,10.5,19.0,2.0,0.0,1017.4 Hpa,110º(E),6,3/8,,-
AHAR,01/04/2024,10.3,18.0,2.6,0.0,1020.4 Hpa,79º(E),9,1/8,,-
AHWAZ,30/04/2024,28.9,34.4,23.4,1.3,1011.4 Hpa,108º(E),7,5/8,,-
AHWAZ,29/04/2024,30.6,36.5,24.6,Tr,1010.7 Hpa,113º(SE),8,5/8,,-
AHWAZ,28/04/2024,31.5,39.7,23.3,0.0,1009.3 Hpa,170º(S),6,2/8,,-
AHWAZ,27/04/2024,30.4,39.2,21.7,0.0,1007.2 Hpa,148º(SE),5,2/8,,-
AHWAZ,26/04/2024,30.4,39.2,21.7,0.0,1006.6 Hpa,201º(S),5,1/8,,-
AHWAZ,25/04/2024,30.1,38.3,21.9,0.0,1006.0 Hpa,182º(S),9,1/8,,-
AHWAZ,24/04/2024,29.1,36.7,21.4,0.0,1003.6 Hpa,345º(N),5,1/8,,-
AHWAZ,23/04/2024,27.9,34.7,21.0,0.0,1006.7 Hpa,292º(W),11,1/8,,-
AHWAZ,22/04/2024,28.6,34.7,22.5,0.0,1008.8 Hpa,276º(W),11,4/8,,-
AHWAZ,21/04/2024,29.4,37.1,21.6,0.0,1006.8 Hpa,165º(S),8,4/8,,-
AHWAZ,20/04/2024,29.4,38.6,20.3,0.0,1006.5 Hpa,210º(SW),7,0/8,,-
AHWAZ,19/04/2024,28.9,37.6,20.3,0.0,1006.8 Hpa,162º(S),6,0/8,,-
AHWAZ,18/04/2024,27.6,36.2,19.1,0.0,1008.6 Hpa,219º(SW),5,1/8,,-
AHWAZ,17/04/2024,27.2,35.4,19.1,0.0,1006.4 Hpa,167º(S),6,1/8,,-
AHWAZ,16/04/2024,25.1,31.8,18.4,0.3,1008.0 Hpa,325º(NW),13,4/8,,-
AHWAZ,15/04/2024,24.9,32.5,17.3,Tr,1009.2 Hpa,181º(S),8,5/8,,-
AHWAZ,14/04/2024,25.8,33.4,18.1,0.0,1007.1 Hpa,191º(S),4,1/8,,-
AHWAZ,13/04/2024,24.9,32.4,17.4,0.0,1006.5 Hpa,312º(NW),6,2/8,,-
AHWAZ,12/04/2024,25.3,32.0,18.6,0.0,1009.3 Hpa,301º(NW),9,1/8,,-
AHWAZ,11/04/2024,25.4,32.2,18.6,0.0,1010.4 Hpa,298º(NW),9,1/8,,-
AHWAZ,10/04/2024,28.9,34.9,22.8,0.2,1007.4 Hpa,163º(S),15,3/8,,-
AHWAZ,09/04/2024,28.8,36.7,20.9,1.0,1010.4 Hpa,165º(S),11,4/8,,-
AHWAZ,08/04/2024,27.3,35.6,19.0,0.0,1009.5 Hpa,168º(S),10,3/8,,-
AHWAZ,07/04/2024,25.6,34.2,17.1,Tr,1008.3 Hpa,152º(SE),12,4/8,,-
AHWAZ,06/04/2024,25.7,35.0,16.4,0.0,1010.4 Hpa,119º(SE),5,0/8,,-
AHWAZ,05/04/2024,25.6,35.0,16.3,0.0,1012.3 Hpa,109º(E),5,0/8,,-
AHWAZ,04/04/2024,25.1,33.8,16.3,0.0,1011.9 Hpa,304º(NW),5,0/8,,-
AHWAZ,03/04/2024,25.2,34.4,16.0,0.0,1009.8 Hpa,157º(SE),6,3/8,,-
AHWAZ,02/04/2024,24.8,33.7,15.8,0.0,1009.6 Hpa,258º(W),4,0/8,,-
AHWAZ,01/04/2024,26.1,32.6,19.7,0.0,1012.5 Hpa,290º(W),9,0/8,,-
ALI-GOODARZ,30/04/2024,14.3,21.5,7.2,1.4,1012.1 Hpa,123º(SE),14,5/8,,-
ALI-GOODARZ,29/04/2024,15.2,23.7,6.8,0.0,1013.2 Hpa,132º(SE),15,2/8,,-
ALI-GOODARZ,28/04/2024,15.3,21.8,8.9,0.0,1014.2 Hpa,115º(SE),20,0/8,,-
ALI-GOODARZ,27/04/2024,14.4,21.6,7.3,0.0,1011.2 Hpa,75º(E),18,1/8,,-
ALI-GOODARZ,26/04/2024,14.0,21.4,6.6,0.0,1010.5 Hpa,70º(E),17,2/8,,-
ALI-GOODARZ,25/04/2024,12.1,18.4,5.7,0.0,1012.3 Hpa,115º(SE),13,2/8,,-
ALI-GOODARZ,24/04/2024,9.9,12.9,7.0,0.8,1013.7 Hpa,39º(NE),16,6/8,,-
ALI-GOODARZ,23/04/2024,10.8,14.2,7.4,3.9,1013.7 Hpa,310º(NW),14,7/8,,-
ALI-GOODARZ,22/04/2024,13.1,19.4,6.7,0.5,1012.1 Hpa,256º(W),14,5/8,,-
ALI-GOODARZ,21/04/2024,13.7,20.7,6.6,0.0,1010.7 Hpa,104º(E),20,4/8,,-
ALI-GOODARZ,20/04/2024,13.8,20.4,7.2,0.1,1010.2 Hpa,151º(SE),15,2/8,,-
ALI-GOODARZ,19/04/2024,13.2,19.7,6.6,0.0,1008.9 Hpa,270º(W),15,1/8,,-
ALI-GOODARZ,18/04/2024,12.1,19.5,4.6,0.0,1011.3 Hpa,193º(S),13,1/8,,-
ALI-GOODARZ,17/04/2024,10.8,16.4,5.2,0.0,1012.1 Hpa,97º(E),14,3/8,,-
ALI-GOODARZ,16/04/2024,8.8,14.1,3.6,0.0,1013.2 Hpa,95º(E),22,5/8,,-
ALI-GOODARZ,15/04/2024,9.9,17.2,2.6,0.0,1011.6 Hpa,113º(SE),20,4/8,,-
ALI-GOODARZ,14/04/2024,8.4,16.1,0.8,0.0,1011.1 Hpa,54º(NE),13,2/8,,-
ALI-GOODARZ,13/04/2024,7.5,13.5,1.5,0.0,1011.5 Hpa,307º(NW),15,2/8,,-
ALI-GOODARZ,12/04/2024,7.5,11.5,3.4,0.0,1013.4 Hpa,316º(NW),17,4/8,,-
ALI-GOODARZ,11/04/2024,8.0,15.5,0.4,7.0,1012.8 Hpa,142º(SE),24,5/8,,-
ALI-GOODARZ,10/04/2024,12.5,16.8,8.2,34.3,1009.9 Hpa,100º(E),22,7/8,,-
ALI-GOODARZ,09/04/2024,15.4,22.8,8.0,0.0,1012.8 Hpa,117º(SE),21,6/8,,-
ALI-GOODARZ,08/04/2024,13.7,19.8,7.5,0.2,1011.5 Hpa,165º(S),17,3/8,,-
ALI-GOODARZ,07/04/2024,13.0,19.9,6.1,0.8,1008.7 Hpa,140º(SE),19,4/8,,-
ALI-GOODARZ,06/04/2024,12.3,20.6,4.0,0.0,1012.9 Hpa,116º(SE),14,0/8,,-
ALI-GOODARZ,05/04/2024,12.3,20.8,3.8,0.0,1013.8 Hpa,187º(S),18,0/8,,-
ALI-GOODARZ,04/04/2024,12.3,19.0,5.6,0.0,1013.4 Hpa,121º(SE),12,0/8,,-
ALI-GOODARZ,03/04/2024,11.3,17.9,4.8,0.0,1011.7 Hpa,202º(S),15,2/8,,-
ALI-GOODARZ,02/04/2024,10.0,17.5,2.5,0.0,1013.1 Hpa,86º(E),11,1/8,,-
ALI-GOODARZ,01/04/2024,9.9,17.4,2.5,0.0,1015.6 Hpa,98º(E),14,1/8,,-
ANZALI,30/04/2024,19.9,23.7,16.0,0.0,1016.9 Hpa,8º(N),4,4/8,,-
ANZALI,29/04/2024,19.3,23.0,15.6,0.0,1018.6 Hpa,43º(NE),5,2/8,,-
ANZALI,28/04/2024,19.0,23.4,14.6,0.0,1020.3 Hpa,49º(NE),5,0/8,,-
ANZALI,27/04/2024,18.9,22.5,15.2,0.0,1019.8 Hpa,11º(N),5,3/8,,-
ANZALI,26/04/2024,18.1,22.9,13.4,0.0,1016.8 Hpa,60º(NE),8,0/8,,-
ANZALI,25/04/2024,18.4,22.8,14.0,0.0,1017.2 Hpa,117º(SE),8,2/8,,-
ANZALI,24/04/2024,19.8,23.6,16.0,0.0,1020.2 Hpa,75º(E),6,3/8,,-
ANZALI,23/04/2024,20.4,23.7,17.0,0.0,1021.1 Hpa,207º(SW),4,7/8,,-
ANZALI,22/04/2024,19.1,21.7,16.5,0.2,1017.3 Hpa,285º(W),8,7/8,,-
ANZALI,21/04/2024,19.8,23.8,15.8,0.0,1008.3 Hpa,67º(NE),6,5/8,,-
ANZALI,20/04/2024,19.1,22.9,15.3,0.0,1010.8 Hpa,2º(N),5,3/8,,-
ANZALI,19/04/2024,17.9,21.5,14.3,0.0,1008.2 Hpa,4º(N),5,2/8,,-
ANZALI,18/04/2024,17.4,22.1,12.6,0.0,1010.1 Hpa,78º(E),5,0/8,,-
ANZALI,17/04/2024,15.5,20.2,10.8,0.0,1015.0 Hpa,92º(E),7,1/8,,-
ANZALI,16/04/2024,15.3,19.9,10.8,0.0,1019.9 Hpa,110º(E),9,0/8,,-
ANZALI,15/04/2024,14.6,18.0,11.2,0.0,1020.1 Hpa,83º(E),5,6/8,,-
ANZALI,14/04/2024,14.2,18.7,9.7,0.0,1015.8 Hpa,88º(E),8,0/8,,-
ANZALI,13/04/2024,13.7,17.5,9.9,0.0,1017.0 Hpa,79º(E),7,0/8,,-
ANZALI,12/04/2024,15.1,17.9,12.3,0.0,1019.8 Hpa,263º(W),8,5/8,,-
ANZALI,11/04/2024,14.4,15.5,13.3,17.2,1017.4 Hpa,289º(W),11,8/8,,-
ANZALI,10/04/2024,15.2,17.8,12.7,7.0,1015.6 Hpa,94º(E),5,8/8,,-
ANZALI,09/04/2024,15.1,17.6,12.6,0.0,1023.1 Hpa,58º(NE),9,5/8,,-
ANZALI,08/04/2024,15.4,17.5,13.3,0.0,1023.8 Hpa,336º(NW),9,7/8,,-
ANZALI,07/04/2024,14.9,16.2,13.7,0.0,1020.9 Hpa,349º(N),7,8/8,,-
ANZALI,06/04/2024,14.6,17.1,12.1,0.0,1019.1 Hpa,345º(N),7,6/8,,-
ANZALI,05/04/2024,14.3,18.4,10.3,0.0,1016.0 Hpa,99º(E),9,3/8,,-
ANZALI,04/04/2024,15.3,19.7,10.9,0.0,1016.7 Hpa,319º(NW),5,3/8,,-
ANZALI,03/04/2024,13.8,17.6,10.1,0.0,1013.5 Hpa,80º(E),5,1/8,,-
ANZALI,02/04/2024,14.2,18.0,10.5,0.0,1020.3 Hpa,84º(E),7,2/8,,-
ANZALI,01/04/2024,14.7,17.1,12.2,0.0,1024.3 Hpa,54º(NE),6,1/8,,-
ARAK,30/04/2024,18.2,25.3,11.1,0.0,1009.9 Hpa,130º(SE),10,6/8,,-
ARAK,29/04/2024,17.2,25.9,8.6,0.0,1012.4 Hpa,124º(SE),7,1/8,,-
ARAK,28/04/2024,15.7,24.2,7.2,0.0,1014.5 Hpa,97º(E),6,0/8,,-
ARAK,27/04/2024,15.8,23.1,8.6,0.0,1012.2 Hpa,64º(NE),7,0/8,,-
ARAK,26/04/2024,15.8,23.2,8.5,0.0,1009.8 Hpa,3º(N),5,0/8,,-
ARAK,25/04/2024,14.7,21.4,8.0,0.0,1012.1 Hpa,58º(NE),6,2/8,,-
ARAK,24/04/2024,12.2,16.0,8.4,0.6,1013.1 Hpa,45º(NE),6,5/8,,-
ARAK,23/04/2024,15.2,21.1,9.4,0.4,1013.7 Hpa,356º(N),8,8/8,,-
ARAK,22/04/2024,14.3,19.9,8.8,3.2,1012.0 Hpa,319º(NW),6,6/8,,-
ARAK,21/04/2024,15.7,23.4,7.9,0.4,1008.4 Hpa,282º(W),7,5/8,,-
ARAK,20/04/2024,16.8,24.2,9.4,0.0,1007.6 Hpa,31º(NE),8,2/8,,-
ARAK,19/04/2024,15.9,23.6,8.2,0.0,1006.5 Hpa,352º(N),8,1/8,,-
ARAK,18/04/2024,14.8,23.1,6.4,0.0,1009.2 Hpa,330º(NW),5,1/8,,-
ARAK,17/04/2024,13.5,20.3,6.7,0.0,1010.9 Hpa,85º(E),8,2/8,,-
ARAK,16/04/2024,12.0,18.0,6.0,0.0,1012.3 Hpa,62º(NE),10,6/8,,-
ARAK,15/04/2024,12.7,20.5,4.8,0.1,1011.6 Hpa,56º(NE),6,4/8,,-
ARAK,14/04/2024,10.2,18.0,2.5,0.0,1010.6 Hpa,32º(NE),6,1/8,,-
ARAK,13/04/2024,8.9,16.1,1.7,0.0,1010.9 Hpa,38º(NE),9,0/8,,-
ARAK,12/04/2024,9.5,15.2,3.8,0.2,1012.2 Hpa,283º(W),9,5/8,,-
ARAK,11/04/2024,9.9,16.8,3.0,0.1,1011.0 Hpa,305º(NW),11,4/8,,-
ARAK,10/04/2024,16.2,23.6,8.8,27.5,1009.3 Hpa,303º(NW),9,7/8,,-
ARAK,09/04/2024,16.8,24.1,9.4,0.0,1010.6 Hpa,124º(SE),6,5/8,,-
ARAK,08/04/2024,15.8,23.0,8.7,0.0,1009.0 Hpa,259º(W),10,2/8,,-
ARAK,07/04/2024,15.7,23.6,7.7,0.0,1006.5 Hpa,292º(W),8,4/8,,-
ARAK,06/04/2024,16.6,25.5,7.6,0.0,1010.1 Hpa,120º(SE),6,1/8,,-
ARAK,05/04/2024,15.0,24.4,5.6,0.0,1011.3 Hpa,318º(NW),8,0/8,,-
ARAK,04/04/2024,14.2,23.0,5.4,0.0,1011.0 Hpa,352º(N),8,1/8,,-
ARAK,03/04/2024,12.8,20.3,5.3,0.0,1011.3 Hpa,354º(N),5,3/8,,-
ARAK,02/04/2024,11.8,19.6,4.0,0.0,1013.7 Hpa,19º(N),7,0/8,,-
ARAK,01/04/2024,11.5,19.8,3.2,0.0,1015.9 Hpa,6º(N),8,1/8,,-
ARDEBIL,30/04/2024,12.4,23.0,1.9,0.0,1014.6 Hpa,83º(E),17,4/8,,-
ARDEBIL,29/04/2024,12.9,23.6,2.2,0.0,1016.5 Hpa,35º(NE),6,0/8,,-
ARDEBIL,28/04/2024,11.5,24.0,-1.0,0.0,1019.0 Hpa,73º(E),6,0/8,,-
ARDEBIL,27/04/2024,10.7,20.4,1.0,0.0,1017.8 Hpa,53º(NE),11,0/8,,-
ARDEBIL,26/04/2024,11.4,21.2,1.7,0.0,1014.5 Hpa,47º(NE),6,3/8,,-
ARDEBIL,25/04/2024,11.2,21.0,1.4,0.0,1015.6 Hpa,114º(SE),9,4/8,,-
ARDEBIL,24/04/2024,9.7,18.5,0.9,0.0,1018.6 Hpa,31º(NE),11,4/8,,-
ARDEBIL,23/04/2024,10.8,16.8,4.7,0.0,1019.0 Hpa,57º(NE),14,7/8,,-
ARDEBIL,22/04/2024,14.4,18.8,10.1,0.1,1013.9 Hpa,73º(E),10,4/8,,-
ARDEBIL,21/04/2024,17.2,25.9,8.5,0.0,1005.7 Hpa,232º(SW),10,6/8,,-
ARDEBIL,20/04/2024,15.1,23.3,6.8,0.1,1007.9 Hpa,172º(S),17,4/8,,-
ARDEBIL,19/04/2024,16.1,25.4,6.9,0.1,1006.6 Hpa,268º(W),11,3/8,,-
ARDEBIL,18/04/2024,15.3,26.5,4.2,0.0,1007.6 Hpa,73º(E),6,0/8,,-
ARDEBIL,17/04/2024,11.1,21.3,0.8,0.0,1013.1 Hpa,59º(NE),5,0/8,,-
ARDEBIL,16/04/2024,9.3,18.8,-0.1,0.0,1018.0 Hpa,10º(N),5,2/8,,-
ARDEBIL,15/04/2024,7.5,14.7,0.2,0.0,1017.2 Hpa,29º(NE),10,5/8,,-
ARDEBIL,14/04/2024,8.3,16.2,0.4,0.0,1013.3 Hpa,25º(NE),8,1/8,,-
ARDEBIL,13/04/2024,7.5,15.3,-0.2,0.0,1014.5 Hpa,56º(NE),9,3/8,,-
ARDEBIL,12/04/2024,8.8,14.9,2.8,0.0,1018.3 Hpa,59º(NE),5,4/8,,-
ARDEBIL,11/04/2024,8.1,10.0,6.1,34.6,1015.7 Hpa,13º(N),11,8/8,,-
ARDEBIL,10/04/2024,9.8,14.3,5.4,7.0,1013.1 Hpa,166º(S),13,8/8,,-
ARDEBIL,09/04/2024,8.7,13.7,3.6,0.0,1019.7 Hpa,125º(SE),2,8/8,,-
ARDEBIL,08/04/2024,5.5,7.8,3.1,1.9,1020.7 Hpa,43º(NE),11,8/8,,-
ARDEBIL,07/04/2024,7.8,12.8,2.9,4.2,1017.5 Hpa,14º(N),9,8/8,,-
ARDEBIL,06/04/2024,12.2,21.0,3.5,0.2,1013.4 Hpa,16º(N),12,6/8,,-
ARDEBIL,05/04/2024,14.0,24.6,3.4,0.0,1012.5 Hpa,162º(S),10,6/8,,-
ARDEBIL,04/04/2024,10.1,20.6,-0.5,0.0,1012.6 Hpa,66º(NE),12,6/8,,-
